"name","population","hhd_income","uninsured_pct","disabled_pct","married_pct","employed_pct","notcitizen_pct","hispanic_pct","white_pct","black_pct","racial_majority"
"Garland County, Arkansas",98266,97417,11.0282294995217,19.0259092666843,55.3121120224696,55.1838886288238,2.59499725235585,5.88606435593186,81.957136751267,7.99259153725602,"white"
"Jefferson County, Arkansas",62180,60572,6.67899646188485,17.6149887423609,46.0646510131875,57.5442264393696,NA,NA,36.4844001286587,57.5892569958186,"white"
"Lonoke County, Arkansas",72212,72108,8.38918739267712,15.5874369910818,70.5838364814712,59.0566664820251,1.70885725364205,NA,86.0078657286877,5.62925829502022,"white"
"Pulaski County, Arkansas",384198,381869,8.88213889713117,16.0347008573704,49.9554916995924,59.4008818369695,2.886011900114,6.12626822627916,51.4143748796194,37.674584459055,"white"
"Saline County, Arkansas",121134,121017,8.26192481054039,15.6264962768504,64.8471940165437,56.4292436475308,1.41000875063979,5.09848597421038,83.6222695527267,7.4553799924051,"white"
"Sebastian County, Arkansas",126657,125841,11.3653410391846,21.2621489534728,58.7065855025778,57.7812517271055,6.04151369446616,14.7950764663619,68.6539235889055,6.97158467356719,"white"
"Washington County, Arkansas",237158,231236,12.8070737651692,12.286745545164,58.1991752333887,61.5290228455291,8.27971225933766,17.2340802334309,69.812951703084,3.84933251250221,"white"
"White County, Arkansas",78364,75082,8.37629523760911,18.6003777244653,55.7934765963963,57.9130723291307,0.898371701291409,NA,87.7622377622378,5.6850084222347,"white"
"Alameda County, California",1661492,1638080,3.80591660989039,8.68099274627865,61.5962640807178,64.1185753527552,14.1378351505755,22.3136193252811,30.3896738593987,10.6297833513493,"white"
"Butte County, California",217007,213056,6.07906657388932,17.5740874718327,56.8350329712866,59.2312690374043,3.14874635380425,17.3234043141465,70.676982770141,NA,"white"
"Contra Costa County, California",1148991,1143695,5.48872880640492,10.6757146052493,67.0731972661231,60.0561710230977,11.4053983016403,26.0959398289456,42.4786617127549,8.71991164421653,"white"
"El Dorado County, California",191502,190757,4.99942559346639,13.4019488047122,68.0321876533927,57.3022736054976,3.74251966036908,13.0249292435588,77.45715449447,NA,"white"
"Fresno County, California",987054,980836,8.3612446735437,13.3138612477129,56.7498839982412,57.5086064186964,11.6091926074967,53.820966228798,28.5363313456001,4.62831820751448,"white"
"Humboldt County, California",134571,131500,7.4889835105632,17.7207570724748,50.5480378387617,60.3458397425894,2.79852271291734,12.0739238023051,73.8398317616723,NA,"white"
"Imperial County, California",170646,170391,8.28674566060734,14.4058460204165,58.0834007243065,54.3270864831288,14.3595513519215,86.0524125968379,10.2311217373979,NA,"white"
"Kern County, California",873613,869948,7.96176338951,11.0017822536981,59.3456141334893,57.2792529415199,12.6069552536421,54.7576558499015,33.056513582101,4.74466382711796,"white"
"Kings County, California",134342,134072,8.22453141980914,12.8202646975629,60.7531524020783,56.0889371901565,12.9095889595212,57.7779101100177,30.8726980393325,NA,"white"
"Lake County, California",63700,63404,5.63736263736264,19.105180533752,49.7441130298273,54.9544740973312,4.91208791208791,22.1742543171115,68.8037676609105,NA,"white"
"Los Angeles County, California",9964081,9843290,9.85225832668361,9.88481526796099,55.7499883832739,63.3376525140653,15.9367431878565,48.7290197660978,25.8174637480366,7.97688216304143,"white"
"Madera County, California",148260,148067,7.86118980169972,13.2820720356131,63.8499932550924,54.4860380412788,13.6618103331984,59.6101443410225,33.5538918116822,NA,"white"
"Marin County, California",255134,252218,4.01318522815462,9.81523434744095,63.9542358133373,55.1627772072715,8.76323814152563,16.1809088557386,71.3754340856178,NA,"white"
"Mendocino County, California",85835,84490,7.10665812314324,18.6881808120231,48.0759596901031,54.1352595095241,7.39092444806897,25.6876565503582,64.5203005766878,NA,"white"
"Merced County, California",274548,270940,11.7440301877996,13.1554409429317,57.5946646852281,57.4828445299183,17.2177542724769,61.3510205865641,26.2216443026356,3.12622929323834,"white"
"Monterey County, California",418564,414415,9.66327730048451,8.94510755822288,61.1411874886517,57.169751818121,20.8469911411397,60.5164323735438,28.7614319435021,2.22546611748741,"white"
"Napa County, California",135962,133686,6.5922831379356,12.274017740251,64.365043173828,58.8833644694841,10.0520733734426,34.6508583280622,51.6026536826466,2.27784233830041,"white"
"Nevada County, California",98792,98573,5.34456231273787,10.0625556725241,65.2907117985262,54.0347396550328,3.80293950927201,9.75281399303587,84.720422706292,NA,"white"
"Orange County, California",3157964,3128979,7.66284859485415,8.59496815036524,65.463729162207,61.7304060464274,13.0133529071262,34.0100140470252,39.7250886963879,1.72183723436999,"white"
"Placer County, California",395399,393479,4.24912556683249,10.3761011029365,70.3744824847812,56.7484996168427,4.58195392502257,14.3811694010354,71.3448946507199,1.95878087703813,"white"
"Riverside County, California",2445952,2427078,8.70454530587681,11.9932852320896,63.5799884871003,58.6203654037365,9.31097584907635,50.1238372625464,33.8545891333926,6.53303907844471,"white"
"Sacramento County, California",1537734,1526452,5.76738239513466,12.0092941952249,56.5089931028383,60.86911000212,8.98120221052536,23.6489535901528,43.7686231819027,9.40890947328992,"white"
"San Bernardino County, California",2135343,2125587,9.08341189214098,11.376251965141,62.5059299606667,59.9685390122336,10.3421323880988,54.798456266745,26.996318624221,8.01955470385788,"white"
"San Diego County, California",3233043,3203956,8.02278225189086,9.79164211549305,61.2637382181431,61.8105295846668,9.87515476905194,34.4649916502812,44.5874366657047,4.58069997831764,"white"
"San Francisco County, California",877730,861418,3.76026796395247,9.76872158864343,46.7550385653903,69.8767274674444,11.9589167511649,15.2221070260786,39.849953858248,5.43971380720723,"white"
"San Joaquin County, California",748605,741117,6.7750015027952,12.5544178839308,63.3462239765965,58.5110973076589,10.896400638521,42.3416888746402,30.1363202222801,6.55379004949206,"white"
"San Luis Obispo County, California",276603,266972,5.82278572538982,13.4676775016901,60.6266020252853,59.3207593554661,4.72482221812489,22.9498595459919,68.732804777967,NA,"white"
"San Mateo County, California",763188,756778,4.56034424021342,7.57100478519054,64.4030042401086,62.4392679130175,15.300161952232,24.0385068947625,38.3892304386337,2.24282876565145,"white"
"Santa Barbara County, California",438160,423052,10.7935457367172,9.98425232791674,52.5623060069381,59.8057787109732,15.8097498630637,46.4031404053314,43.4008124885886,2.02642870184407,"white"
"Santa Clara County, California",1917171,1889285,4.63005125781686,8.34740354407614,64.68948257615,63.5374205013533,18.4356012061522,24.9026821290328,30.4065730182649,2.5433307722681,"white"
"Santa Cruz County, California",271955,259513,5.29205199389605,11.5919913220937,56.0820724016841,60.8229302641981,8.81138423636263,33.958191612583,56.5071427258186,NA,"white"
"Shasta County, California",178454,176932,7.08417855581831,19.5663868559965,59.9583085837247,56.2066414874421,1.59256727223822,10.4295784908156,79.2024835531846,NA,"white"
"Solano County, California",434906,433243,4.7306774337443,11.6967804537072,59.6584089435418,59.6404740334693,8.1599242135082,27.4562779083296,37.1990729031101,13.126284760385,"white"
"Sonoma County, California",490339,485206,5.83575852624409,11.0494984082441,58.1352900748258,58.698369903271,7.80827142038467,27.3278282983813,62.6954005290218,NA,"white"
"Stanislaus County, California",548012,545624,6.59839565556959,12.9966132128494,61.7630635825493,58.594519828033,10.3067086122202,47.7102691181945,40.1463836558324,2.97967927709612,"white"
"Sutter County, California",95190,94978,5.14234688517701,12.7523899569282,60.985397625801,57.1646181321567,9.44426935602479,31.9970585145498,44.7137304338691,NA,"white"
"Tehama County, California",64619,64261,4.97841192219007,18.6353858772188,54.0661415373187,54.7192002352249,3.65372413686377,25.9614045404602,67.2000495210387,NA,"white"
"Tulare County, California",461513,459861,7.10467527458598,11.1078127810051,62.8142652536332,56.1448973268359,11.3348919748739,65.7194921919859,27.4956501767014,NA,"white"
"Ventura County, California",838846,830631,9.3971956711959,10.8247520999087,64.3278980885645,59.8492452726722,10.2927116538673,43.3506269327147,44.5051892719283,1.73524103351509,"white"
"Yolo County, California",218861,211555,4.09666409273466,11.0572463801225,52.9728914699284,63.9698255970685,10.7821859536418,32.0216941346334,45.8510195969131,NA,"white"
"Yuba County, California",76843,76524,7.76648491079213,12.6921124891012,63.0337181005427,57.9948726624416,5.36548547037466,29.5602722434054,53.9398513852921,NA,"white"
"Adams County, Colorado",513712,513064,10.27696452487,10.309667673716,64.7423069735572,61.8414598062728,7.89839443112094,40.8933410159778,48.884199707229,3.57554427383437,"white"
"Arapahoe County, Colorado",648414,647731,8.8307778672268,9.66018623903864,61.8362651022341,62.2665457562607,8.04779045486371,19.6024453512725,59.2761723220042,11.1108026661978,"white"
"Boulder County, Colorado",324094,313860,5.37282393379698,8.50771689694965,57.2759754885928,64.2168630088801,5.87638154362623,13.919418440329,77.1516905589119,1.20242892494153,"white"
"Broomfield County, Colorado",70115,70115,4.95471725023176,7.56043642587178,69.2975825429651,63.0991941809884,2.60001426228339,12.7847108322042,76.2832489481566,NA,"white"
"Denver County, Colorado",720746,712356,8.54670022448963,9.035499329861,47.6862861535132,67.9959375424907,6.8594206558205,29.2971449026425,54.7189994810932,8.63993695421133,"white"
"Douglas County, Colorado",349585,349366,3.1460159903886,7.02919175593918,77.485876110245,60.5277686399588,3.04503911781112,9.10479568631377,81.1290530200095,NA,"white"
"El Paso County, Colorado",689764,684789,8.23875992368404,11.8124459960218,65.1882382959969,60.1955161475519,2.66554937630842,17.5636884499626,68.931692578911,6.04482112722612,"white"
"Jefferson County, Colorado",575685,573372,6.34114142282672,10.5865186690638,62.8730990037955,62.5017153478031,2.59117399272171,15.581264059338,77.8234624838236,NA,"white"
"Larimer County, Colorado",354331,346894,5.81687743945633,9.22160352890377,62.6400173848746,62.8742616367182,2.34074918649511,11.8846502281765,81.9953659149214,NA,"white"
"Mesa County, Colorado",153152,151086,9.92086293355621,16.1408274132888,66.63837233598,56.6274028416214,2.83574488090263,14.7252402841621,81.0808869619724,NA,"white"
"Pueblo County, Colorado",165345,164401,7.25331881822855,18.8188333484532,54.7267833923009,57.2354773352687,1.99945568357072,43.4787867791587,51.5213644198494,2.42281290634733,"white"
"Weld County, Colorado",321732,317451,10.0328845125757,11.0013924632924,67.45707607574,59.9607748063606,5.83560230253752,30.1073564333047,64.8160580856116,NA,"white"
"Fairfield County, Connecticut",935374,925052,9.11325309448413,10.4983674979206,64.1377673529519,60.2240387267553,11.2776279862387,20.5298629211417,60.6275137004022,12.0418142903267,"white"
"Hartford County, Connecticut",878734,866230,4.29276663927878,12.0084121019558,55.9978332464659,60.4515131996713,6.2360168150999,18.7220478552099,59.5265461447947,13.3315656387485,"white"
"Litchfield County, Connecticut",179035,177506,4.7303599854777,12.8460915463457,63.6261066271958,59.0957075432178,2.51347501885106,7.14888150361661,87.0449912028374,NA,"white"
"Middlesex County, Connecticut",159955,156093,3.31968366102966,11.5563752305336,60.2200618924072,61.0365415273046,2.37691850833047,6.58497702478822,83.0008439873715,NA,"white"
"New Haven County, Connecticut",845211,826138,5.86291470413897,12.7348082313174,53.3079905491055,61.0828538672592,6.08262315563806,19.1949702500322,61.5788246958452,14.260344458366,"white"
"New London County, Connecticut",253080,249623,4.58353089932037,13.3301722775407,60.8993203730046,59.9431009957326,4.83562509878299,10.457957957958,75.4164691006796,6.30709657025447,"white"
"Tolland County, Connecticut",148469,135778,2.53251520519435,10.5058968538887,62.2688911489941,63.7850325657208,3.66877934114192,5.64023466178125,84.2775259481777,NA,"white"
"Windham County, Connecticut",114704,110756,4.81761751987725,14.8878853396569,54.2378644162366,62.4267680290138,1.90664667317618,12.444204212582,81.9919096108244,NA,"white"
"Kent County, Delaware",175792,172373,8.95603895512879,16.869368344407,56.7972376444889,57.2722308182397,3.06783016291981,7.30408664785656,60.1563211067625,25.8965140620734,"white"
"New Castle County, Delaware",549506,540220,5.21322788104225,12.5208823925489,55.7442502902607,61.0066132125946,6.11003337543175,10.4772286380858,56.1318711715614,25.4272018867856,"white"
"Sussex County, Delaware",231080,230727,7.95352258957937,14.5032023541631,62.7670070971092,51.6362298770988,4.35563441232474,9.35000865501125,74.8381512895967,12.1308637701229,"white"
"District of Columbia, District of Columbia",696599,664995,3.51794935106137,11.2565478847946,34.5646491022812,67.9027675893879,6.23213642282002,11.321003906121,37.3849230331941,45.2563095841366,"white"
"Alachua County, Florida",266549,254157,8.80400976931071,11.5862374272648,46.5100225474491,64.720182780652,5.8484556310472,10.5211424541079,60.3720141512442,18.8374370190847,"white"
"Bay County, Florida",170632,170437,12.5685686155,18.7538093675278,58.0811336677763,59.7742510197384,2.85702564583431,6.66229077781424,75.9382765249191,9.67930985981527,"white"
"Brevard County, Florida",596398,593949,10.5944352596756,15.9360024681505,59.7996639827766,56.3031733842166,2.6720411537262,10.9182123347161,73.5798912806549,8.79295369870456,"white"
"Broward County, Florida",1941114,1934263,15.3434058999111,11.1528225544713,51.8409531846146,60.6540883224787,13.570145802874,31.1375838822449,34.4983859783609,28.7492645975455,"white"
"Charlotte County, Florida",186002,185769,10.9031085687251,24.3911355791873,61.2267610025699,46.0909022483629,4.12199868818615,7.71873420715906,84.1458693992538,4.95639831829765,"white"
"Citrus County, Florida",147448,147090,11.8523140361348,23.5710216483099,60.554907492811,47.5415061581032,1.41473604253703,6.09299549671749,87.4138679398839,3.10346698497097,"white"
"Clay County, Florida",216402,216151,9.64824724355597,12.4670751656639,66.3866322862081,59.1408582175765,1.75876378222013,10.5003650613211,71.5011876045508,12.1782608293824,"white"
"Collier County, Florida",383332,381081,13.1387413521438,12.409347510774,66.7361451692006,49.073909822295,12.4294345371636,28.6279256623501,62.1774336606388,6.71950163304916,"white"
"Columbia County, Florida",66783,66668,15.743527544435,17.8952727490529,56.1340460895737,55.6788404234611,2.79262686611862,NA,73.7927316832128,16.3739274965186,"white"
"Duval County, Florida",933533,923873,12.6838579889516,12.4341614061849,51.2728527004402,61.1659148632132,5.13350893862349,10.4233058713511,51.7557493950401,29.8191922513719,"white"
"Escambia County, Florida",301231,294380,12.7310934133605,17.3046598789633,47.6640850377285,59.4513844856605,2.65709704512484,5.67737052295414,64.1720141685285,22.116581626725,"white"
"Flagler County, Florida",114318,114190,13.2271383334208,13.1396630451897,66.2450357773929,50.9071187389562,3.54274917335853,10.936160534649,74.2533984149478,8.83850312286779,"white"
"Hernando County, Florida",192009,191792,11.7697607924629,21.8125192048289,60.6867386424595,52.730861574197,1.62961111197913,14.9586738121651,76.0037289918702,5.54296933997886,"white"
"Highlands County, Florida",104995,104356,11.5967427020334,19.7866565074527,58.4665936473165,46.8060383827801,5.41073384446878,21.1629125196438,65.9717129387114,11.0262393447307,"white"
"Hillsborough County, Florida",1459415,1445632,13.0828448385141,11.6426102239596,53.4063991393812,61.8867834029388,9.69525460544122,29.8177009281116,47.2814792228393,17.2127187948596,"white"
"Indian River County, Florida",158335,157956,13.2188082230713,13.9331164935106,60.7679919158746,48.6815928253387,7.35150156314144,12.7186029620741,74.8110019894527,9.64853001547352,"white"
"Lake County, Florida",363745,363283,11.1143795791007,17.0421586551018,60.3967064839379,52.7308966446274,4.68817440789564,16.7672407868149,68.1507649589685,10.4974638826651,"white"
"Lee County, Florida",765673,759872,12.1895378314241,14.7621765427278,59.0053456240458,52.3745776591312,7.34060101374869,22.5619814202669,66.0535241545673,8.50885430203233,"white"
"Leon County, Florida",289917,277210,9.28403646560912,10.5136987482624,41.3459714332033,64.5129468089143,3.97251627189851,6.67673851481631,55.9874032912868,31.2189350745213,"white"
"Manatee County, Florida",400114,398839,12.3209885182723,14.0240031590997,59.2966004688664,52.5125339278306,5.96180088674728,16.9381726208031,70.3184592391168,8.89771415146683,"white"
"Marion County, Florida",356778,355976,12.5470180336232,16.5615592889696,61.0051628743925,50.4481778585002,2.22883697985862,14.2166837641334,69.8425911911609,12.6742680322217,"white"
"Martin County, Florida",158049,157000,8.58531215002942,16.1424621478149,58.7419091547558,50.0977544938595,5.77668950768433,14.2234370353498,78.0808483445008,NA,"white"
"Miami-Dade County, Florida",2696151,2673289,16.2742739557243,10.1481333946059,53.3825071370261,61.9740511566303,22.0292186899028,69.6144985944778,12.717982041807,16.6482515259717,"white"
"Monroe County, Florida",71680,71002,20.4255022321429,9.912109375,56.015625,60.01953125,8.076171875,25.2776227678571,65.3864397321428,8.06501116071429,"white"
"Nassau County, Florida",87175,86862,8.50129050759966,18.858617722971,67.3564668769716,55.1534270146258,1.82047605391454,4.77659879552624,86.9297390306854,NA,"white"
"Okaloosa County, Florida",197374,196783,13.5367373615572,16.2427675377709,59.6081550761498,57.8754040552454,4.44030115415404,9.42221366542706,73.6125325524132,7.5025079291092,"white"
"Orange County, Florida",1382152,1362707,13.4171928991891,11.4348494232183,54.1484583461153,64.2958950969213,10.6598984771574,32.7631114378158,38.7631027557027,21.1324080130116,"white"
"Osceola County, Florida",374298,373979,13.3326921330063,13.1884220594286,57.4432671293996,61.3871834741302,12.6690497945487,55.9014475097382,29.8000523646934,12.0361316384271,"white"
"Palm Beach County, Florida",1483317,1474323,13.9268949253599,12.6581169096019,54.9759087234893,55.4353519847747,12.2329886329085,23.4501458555386,53.23770980849,18.8232859193281,"white"
"Pasco County, Florida",548036,546152,12.8869271361735,16.5996394397448,60.2998708114065,56.1180287426373,3.54155566422644,16.5748235517375,72.6393886533002,6.04796035296951,"white"
"Pinellas County, Florida",962616,953704,11.4458932741612,15.7237153756015,51.7372451735687,57.979609730152,4.66291854695953,10.2620359520307,73.417645250027,9.99765223100385,"white"
"Polk County, Florida",716526,711438,13.8687221398805,14.7729461317524,54.7921499010503,55.8752927318757,4.60527601231498,24.6769831101733,56.6987101654371,15.0911481230269,"white"
"Putnam County, Florida",73528,73282,16.0904689370036,15.4458165596779,50.7874551191383,54.4228049178544,3.21918180829072,10.3321183766728,71.497932760309,16.0442280491785,"white"
"St. Johns County, Florida",263093,261360,8.47913095369318,10.7676753087311,69.1344885648801,56.3257099200663,2.37254506961417,7.47340294116529,81.6578168176272,5.65921556255773,"white"
"St. Lucie County, Florida",325322,324529,14.2926085539865,15.4262546031317,59.2646670068425,55.0838861189836,6.98415723498565,19.9651422283153,55.8289940428253,19.4315170815377,"white"
"Santa Rosa County, Florida",173974,173697,10.3526963799188,17.3801832457724,68.9838711531608,58.4529872279766,1.31226505109959,5.57439617414096,84.2562681780036,NA,"white"
"Sarasota County, Florida",429861,427754,10.7355633565269,16.0256454993591,59.8816826834721,48.2179123018836,4.64592042543985,9.58961152558618,82.6306643310279,4.23974261447305,"white"
"Seminole County, Florida",468681,467738,9.10832741246178,11.7043362116237,61.9777631267323,62.0020867071633,6.09263016849414,22.4306084522308,58.3908884721164,12.5761445418099,"white"
"Sumter County, Florida",122245,122080,7.12094564194855,20.9022863920815,68.9680559532087,28.1320299398748,1.57634259069901,4.77320135792875,88.7259192605015,NA,"white"
"Volusia County, Florida",547881,542144,13.1603395627883,18.1021061142839,56.6186817940392,56.5664806773734,2.7666591832898,15.0751714332127,70.54323840396,10.5486410370135,"white"
"Walton County, Florida",72349,72241,12.5392196160279,21.5662967007146,58.5592060705746,58.1791040650182,3.01870101867337,6.47555598556995,84.6010311130769,NA,"white"
"Barrow County, Georgia",83109,83022,13.799949463957,18.3445836191026,69.132103622953,60.7551528715302,2.37158430494892,12.1972349565029,69.2993538605927,12.1430891961159,"white"
"Bartow County, Georgia",106636,106596,15.7732848193856,13.4185453317829,64.6723432986984,59.3805093964515,3.33283318954199,9.14606699426085,77.2150118158971,10.4720732210511,"white"
"Bibb County, Georgia",150140,146949,12.9365925136539,16.8249633675236,43.7425069934728,57.4703609964034,1.99080857865992,3.43679232716132,37.672838683895,54.1234847475689,"white"
"Bulloch County, Georgia",79029,72015,12.9382884763821,10.9162459350365,45.2618658973288,65.344367257589,2.03469612420757,NA,63.0110465778385,28.313657011983,"white"
"Carroll County, Georgia",118835,116516,15.4331636302436,14.1978373374847,57.1700256658392,61.6392476963857,3.54356881390163,7.21757058105777,69.603231371229,20.4215929650356,"white"
"Catoosa County, Georgia",67097,67010,8.05699211589192,18.9278209159873,67.0074668017944,57.9042282069243,0.54249817428499,NA,90.7134447143687,NA,"white"
"Chatham County, Georgia",280329,274055,15.757556299919,14.9870330932583,46.3237838397026,60.4685922612359,3.30076445890365,6.78666852162994,47.4578085035797,40.7674553827824,"white"
"Cherokee County, Georgia",257624,257012,12.2946619880135,10.2032419339813,74.2943204049312,59.5274508586157,5.07367326025526,11.076995932056,77.0782225258516,7.54820979411856,"white"
"Clarke County, Georgia",127623,115918,12.7273297132962,13.0760129443752,35.7020286312028,67.61398807425,5.78579096244407,11.0536502041168,54.6868511161781,28.1665530507824,"white"
"Clayton County, Georgia",288139,286956,18.9155234105761,10.5692044464651,44.0041091278862,60.7394347866828,7.37803629498263,13.4164413703109,8.96234109232003,69.778822026869,"white"
"Cobb County, Georgia",755074,748614,12.8480122478062,9.38795402834689,59.8575768732601,62.5611529465986,8.79940244267449,13.341871127863,50.688409347958,27.9172637383886,"white"
"Columbia County, Georgia",155016,154881,8.9519791505393,11.7678175156113,68.7677401042473,58.8184445476596,1.53339010166692,7.0973318883212,67.2678949269753,16.6402177839707,"white"
"Coweta County, Georgia",147837,147837,8.53169368967173,12.28582831091,64.7145166636228,59.4424940982298,2.03805542590826,7.32698850761312,70.3578941672247,18.571129013711,"white"
"DeKalb County, Georgia",752968,745503,14.2972875341316,9.77252685373084,47.1618979823844,62.9981619404809,8.93118963886912,8.58681909456976,29.2031002645531,53.8346915141148,"white"
"Dougherty County, Georgia",85803,83298,18.469051198676,18.3256995676142,38.5347831660898,58.3522720650793,1.31230842744426,NA,24.0923977017121,72.0813957553932,"white"
"Douglas County, Georgia",145246,145102,11.402035167922,9.74828910951076,56.7692053481679,59.7930407722071,4.11164507112072,10.2887514974595,37.3311485342109,47.9951255112017,"white"
